# Omega_m     sigma_8     h           
  0.475903    0.363384    0.641362    
  0.173768    0.658174    0.160947    
  0.559499    0.195871    0.839713    
  0.687734    0.585239    0.572855    
  0.075318    0.060680    0.427280    
  0.276867    0.980226    0.876490    
  0.897088    0.377603    0.123612    
  0.957815    0.711366    0.995426    
  0.337708    0.172951    0.004164    
  0.015088    0.848604    0.547172    
  0.627374    0.263255    0.452512    
  0.623773    0.892853    0.216892    
  0.237927    0.495248    0.782266    
  0.411133    0.545657    0.270523    
  0.789174    0.069987    0.728602    
  0.759709    0.511145    0.033137    
  0.379808    0.095717    0.967759    
  0.205381    0.929570    0.479441    
  0.593087    0.467328    0.521366    
  0.659676    0.813788    0.754545    
  0.045530    0.289290    0.245811    
  0.367418    0.747898    0.702864    
  0.989384    0.145215    0.297520    
  0.929146    0.951574    0.677170    
  0.307066    0.413098    0.322749    
  0.106249    0.612190    0.873478    
  0.720525    0.026901    0.126351    
  0.528325    0.629217    0.390770    
  0.140733    0.231672    0.608609    
  0.444089    0.805519    0.089085    
  0.823860    0.329787    0.910323    
  0.819285    0.973565    0.099997    
  0.449157    0.388199    0.899869    
  0.153614    0.586329    0.419408    
  0.515937    0.047900    0.580489    
  0.730963    0.670738    0.815599    
  0.095325    0.195054    0.183833    
  0.303954    0.767939    0.632998    
  0.931772    0.370318    0.366342    
  0.992621    0.533138    0.737209    
  0.364674    0.070820    0.263632    
  0.034973    0.903711    0.806625    
  0.670726    0.488328    0.194249    
  0.580088    0.855312    0.460628    
  0.217895    0.252673    0.539781    
  0.384509    0.710321    0.028023    
  0.754523    0.185747    0.972292    
  0.786430    0.737272    0.289400    
  0.414370    0.151967    0.710244    
  0.248977    0.826660    0.221941    
  0.613216    0.288170    0.777675    
  0.639888    0.930479    0.512762    
  0.002089    0.454733    0.486343    
  0.332522    0.504181    0.943411    
  0.962516    0.106620    0.055783    
  0.902157    0.804655    0.934426    
  0.272292    0.342398    0.066195    
  0.062930    0.636228    0.616970    
  0.700615    0.220784    0.383622    
  0.548575    0.622863    0.149978    
  0.184206    0.020163    0.850102    
  0.478529    0.938748    0.330624    
  0.850703    0.414235    0.669547    
  0.859579    0.572011    0.791932    
  0.497224    0.032072    0.208873    
  0.167523    0.989464    0.720630    
  0.537683    0.402709    0.280266    
  0.713159    0.753439    0.015357    
  0.085308    0.354429    0.985028    
  0.251923    0.686576    0.442037    
  0.887593    0.209381    0.558319    
  0.951868    0.887442    0.435985    
  0.316083    0.474455    0.563845    
  0.020539    0.547077    0.114678    
  0.648519    0.087277    0.885241    
  0.598409    0.693869    0.651593    
  0.228363    0.171813    0.347815    
  0.436993    0.869191    0.828277    
  0.799218    0.268948    0.171103    
  0.769082    0.843399    0.598439    
  0.404875    0.303521    0.402222    
  0.195513    0.721850    0.921698    
  0.567540    0.135035    0.078869    
  0.681614    0.521103    0.313982    
  0.051652    0.122032    0.686119    
  0.345975    0.915118    0.135347    
  0.983742    0.437983    0.864788    
  0.918980    0.651020    0.234679    
  0.281328    0.238094    0.765005    
  0.115934    0.787278    0.307935    
  0.745767    0.327417    0.691657    
  0.507302    0.953723    0.958032    
  0.135160    0.431606    0.041094    
  0.465592    0.605547    0.529399    
  0.829929    0.005365    0.469759    
  0.828196    0.956178    0.579675    
  0.465881    0.431924    0.420429    
  0.136402    0.609042    0.900920    
  0.506537    0.006603    0.099213    
  0.744513    0.649507    0.364135    
  0.116687    0.234812    0.636525    
  0.283080    0.786686    0.187268    
  0.918711    0.325175    0.813301    
  0.982978    0.521609    0.192462    
  0.347217    0.124308    0.806665    
  0.051941    0.916657    0.263703    
  0.679881    0.441170    0.735453    
  0.567271    0.839938    0.969105    
  0.197265    0.302195    0.030577    
  0.405628    0.719300    0.542243    
  0.767828    0.134743    0.457350    
  0.800468    0.692601    0.780927    
  0.436221    0.168286    0.219459    
  0.226637    0.868841    0.707732    
  0.598690    0.266463    0.292622    
  0.650264    0.889652    0.057505    
  0.020277    0.475018    0.943298    
  0.314822    0.550330    0.486322    
  0.952629    0.088759    0.514576    
  0.887874    0.750221    0.385902    
  0.250197    0.352859    0.613508    
  0.084536    0.684270    0.062703    
  0.714409    0.208844    0.936674    
  0.538444    0.572273    0.670289    
  0.166262    0.034591    0.329539    
  0.496962    0.990758    0.849109    
  0.861324    0.406141    0.150812    
  0.850423    0.623486    0.278334    
  0.480256    0.022557    0.720769    
  0.184979    0.940413    0.209104    
  0.547327    0.417547    0.790092    
  0.699853    0.801068    0.554971    
  0.064190    0.340946    0.444675    
  0.272553    0.633559    0.987635    
  0.900411    0.220374    0.011979    
  0.961267    0.933060    0.884281    
  0.333295    0.455177    0.115798    
  0.003815    0.507795    0.565056    
  0.639608    0.107976    0.435117    
  0.611470    0.735641    0.168735    
  0.249237    0.148567    0.831888    
  0.415631    0.825941    0.351395    
  0.785669    0.285802    0.649195    
  0.755288    0.851968    0.081293    
  0.383268    0.250978    0.918137    
  0.217607    0.707897    0.398569    
  0.581822    0.185092    0.600772    
  0.670994    0.533518    0.865690    
  0.033220    0.073457    0.134178    
  0.363920    0.905131    0.684980    
  0.993874    0.491886    0.314915    
  0.933507    0.669352    0.695054    
  0.303667    0.191408    0.305354    
  0.094083    0.767464    0.762333    
  0.731728    0.367707    0.237985    
  0.517189    0.975901    0.471641    
  0.152860    0.388888    0.529203    
  0.447404    0.589699    0.040928    
  0.819554    0.049500    0.959945    
  0.822669    0.632744    0.020224    
  0.444782    0.232940    0.980130    
  0.142425    0.808003    0.468420    
  0.528117    0.330137    0.531966    
  0.718851    0.951011    0.798814    
  0.106475    0.410888    0.202083    
  0.308246    0.610708    0.744997    
  0.928442    0.023649    0.255807    
  0.989177    0.815358    0.625210    
  0.369110    0.292508    0.374167    
  0.046223    0.748435    0.823410    
  0.658484    0.147520    0.176000    
  0.592383    0.508626    0.411617    
  0.206561    0.095455    0.588304    
  0.380035    0.926138    0.107796    
  0.758036    0.466033    0.892031    
  0.790859    0.892535    0.338411    
  0.410933    0.492792    0.661721    
  0.236728    0.544419    0.142168    
  0.624473    0.066491    0.857936    
  0.628562    0.714648    0.624761    
  0.014376    0.174464    0.375808    
  0.336043    0.850846    0.926626    
  0.958034    0.263847    0.074032    
  0.897789    0.582963    0.951210    
  0.275668    0.060175    0.047946    
  0.075118    0.977039    0.504970    
  0.689419    0.376064    0.494157    
  0.559718    0.780077    0.229751    
  0.172102    0.366846    0.769841    
  0.475191    0.658466    0.281613    
  0.855002    0.198421    0.718070    
  0.871759    0.791742    0.836061    
  0.486035    0.316241    0.163280    
  0.163148    0.646691    0.643786    
  0.541067    0.249375    0.355645    
  0.709829    0.594264    0.122474    
  0.089600    0.009691    0.877423    
  0.263073    0.964897    0.428182    
  0.875482    0.427140    0.571686    
  0.939627    0.734125    0.449840    
  0.327332    0.131669    0.550478    
  0.024976    0.831264    0.007561    
  0.645075    0.306995    0.992846    
  0.601922    0.911645    0.728436    
  0.223888    0.450121    0.272436    
  0.425659    0.524471    0.784149    
  0.811513    0.109759    0.216696    
  0.780339    0.559234    0.521596    
  0.392626    0.083794    0.477600    
  0.192076    0.875181    0.965827    
  0.571969    0.477803    0.033276    
  0.677132    0.865844    0.300128    
  0.055173    0.281211    0.699486    
  0.358262    0.697355    0.242464    
  0.972416    0.159658    0.757183    
  0.907784    0.993802    0.127563    
  0.293516    0.391407    0.872610    
  0.119310    0.567564    0.321790    
  0.741399    0.043234    0.678290    
  0.511601    0.675411    0.913903    
  0.131822    0.213826    0.086687    
  0.453489    0.764739    0.606242    
  0.841072    0.350088    0.394380    
  0.839334    0.502058    0.922474    
  0.459379    0.104926    0.077697    
  0.125749    0.936108    0.620613    
  0.513524    0.460911    0.379468    
  0.735386    0.820449    0.146320    
  0.121171    0.282507    0.854272    
  0.291715    0.738934    0.342560    
  0.913735    0.154057    0.658061    
  0.974583    0.944441    0.285276    
  0.352434    0.420354    0.713917    
  0.060820    0.620681    0.233412    
  0.675149    0.018532    0.765693    
  0.577675    0.637830    0.501306    
  0.190030    0.222937    0.498309    
  0.394731    0.798507    0.947550    
  0.774571    0.336677    0.052094    
  0.805441    0.769542    0.748657    
  0.427583    0.372471    0.251658    
  0.222150    0.664590    0.802479    
  0.607813    0.189332    0.197931    
  0.643273    0.592022    0.464760    
  0.030926    0.054019    0.536115    
  0.321320    0.971383    0.016560    
  0.941487    0.386568    0.984282    
  0.881128    0.704110    0.103648    
  0.261090    0.180084    0.895692    
  0.091767    0.856974    0.407465    
  0.704000    0.254763    0.591968    
  0.543172    0.901588    0.827558    
  0.157379    0.486634    0.172339    
  0.491741    0.538768    0.629362    
  0.869714    0.076998    0.370503    
  0.857170    0.921177    0.246127    
  0.469363    0.443492    0.753030    
  0.177749    0.519288    0.303788    
  0.557735    0.119791    0.695338    
  0.695125    0.724063    0.962163    
  0.073073    0.136821    0.037428    
  0.277773    0.837862    0.517936    
  0.892020    0.297433    0.481748    
  0.956295    0.603791    0.602090    
  0.341933    0.003060    0.398045    
  0.008304    0.959719    0.909755    
  0.630485    0.437174    0.090347    
  0.618461    0.781678    0.325942    
  0.238588    0.321388    0.674626    
  0.409132    0.653292    0.131711    
  0.796809    0.239818    0.868950    
  0.763682    0.680975    0.424033    
  0.378052    0.203352    0.575346    
  0.208729    0.755711    0.118321    
  0.586554    0.356152    0.881086    
  0.660589    0.987708    0.647935    
  0.040454    0.400405    0.351984    
  0.374816    0.578007    0.840213    
  0.987131    0.037640    0.159616    
  0.922370    0.871404    0.787809    
  0.310169    0.270735    0.212547    
  0.104736    0.688332    0.732100    
  0.724742    0.165725    0.268284    
  0.526316    0.553137    0.003901    
  0.148376    0.092786    0.996994    
  0.438769    0.885627    0.446176    
  0.824530    0.472213    0.554630    
  0.813481    0.834801    0.489986    
  0.449327    0.312241    0.510423    
  0.151121    0.728877    0.061166    
  0.523080    0.128130    0.939150    
  0.729927    0.528252    0.704068    
  0.100034    0.114762    0.296774    
  0.297655    0.906641    0.777267    
  0.935368    0.446337    0.223608    
  0.999520    0.644375    0.844957    
  0.361936    0.244861    0.154476    
  0.035387    0.796258    0.666140    
  0.665166    0.318559    0.333199    
  0.583928    0.962825    0.066855    
  0.211839    0.422382    0.933010    
  0.388974    0.599024    0.390050    
  0.753243    0.011766    0.609848    
  0.783929    0.563291    0.183120    
  0.421521    0.040670    0.816961    
  0.243165    0.996368    0.359982    
  0.613393    0.395683    0.640188    
  0.633596    0.760710    0.905068    
  0.005677    0.347280    0.095552    
  0.331494    0.678222    0.583827    
  0.967218    0.217857    0.416765    
  0.902578    0.880675    0.545903    
  0.266724    0.481100    0.453201    
  0.069836    0.555935    0.972770    
  0.697870    0.078298    0.026425    
  0.553033    0.703093    0.260043    
  0.182934    0.162711    0.739602    
  0.482361    0.862790    0.188798    
  0.844655    0.275471    0.810817    
  0.866970    0.745626    0.680828    
  0.494978    0.143491    0.318580    
  0.168429    0.819389    0.861541    
  0.532615    0.295318    0.137838    
  0.716514    0.923574    0.402721    
  0.078768    0.461759    0.597108    
  0.255904    0.512901    0.085442    
  0.885829    0.098022    0.914477    
  0.946556    0.811056    0.044592    
  0.316745    0.335875    0.955792    
  0.018538    0.627004    0.475302    
  0.656154    0.229885    0.525054    
  0.596889    0.614005    0.758669    
  0.232588    0.029143    0.242137    
  0.430209    0.945515    0.691393    
  0.802329    0.407590    0.309502    
  0.769995    0.982041    0.991295    
  0.399799    0.379845    0.007830    
  0.202911    0.579180    0.558636    
  0.565287    0.055171    0.440523    
  0.685587    0.663712    0.205444    
  0.049896    0.201958    0.794240    
  0.349323    0.776538    0.274670    
  0.977209    0.361597    0.724921    
  0.916972    0.539661    0.347247    
  0.288971    0.064419    0.652856    
  0.110614    0.894609    0.164583    
  0.746436    0.497552    0.835551    
  0.500525    0.846332    0.569204    
  0.138263    0.261531    0.431457    
  0.464080    0.716966    0.888434    
  0.834147    0.178980    0.112134    
  0.833418    0.715067    0.316883    
  0.461391    0.177064    0.683043    
  0.139487    0.844432    0.140022    
  0.503695    0.259616    0.859815    
  0.749118    0.896493    0.594929    
  0.111351    0.499422    0.404443    
  0.285793    0.541546    0.916168    
  0.915755    0.066287    0.083232    
  0.980379    0.774638    0.954100    
  0.350547    0.359683    0.046803    
  0.047206    0.661813    0.527235    
  0.684858    0.200043    0.473579    
  0.564071    0.581065    0.239954    
  0.199734    0.057039    0.760394    
  0.400535    0.983925    0.311198    
  0.772677    0.381715    0.689179    
  0.803546    0.947400    0.010010    
  0.433386    0.409458    0.989573    
  0.231852    0.615889    0.438831    
  0.594207    0.031012    0.560846    
  0.652984    0.625103    0.795936    
  0.017314    0.227971    0.203229    
  0.319434    0.809157    0.722737    
  0.947285    0.333960    0.276397    
  0.883147    0.514785    0.655039    
  0.255167    0.099891    0.345521    
  0.081946    0.925459    0.833856    
  0.717731    0.463628    0.166797    
  0.533344    0.817490    0.433149    
  0.171119    0.293403    0.566993    
  0.493754    0.743726    0.109953    
  0.863800    0.141576    0.890156    
  0.847337    0.860752    0.508701    
  0.483097    0.273450    0.492166    
  0.179756    0.701056    0.941361    
  0.551816    0.160689    0.059473    
  0.697142    0.557927    0.294560    
  0.067147    0.080304    0.705763    
  0.267949    0.882666    0.225333    
  0.905748    0.483107    0.775083    
  0.966001    0.676185    0.152749    
  0.328316    0.215835    0.847141    
  0.006413    0.758672    0.335414    
  0.636277    0.345259    0.664444    
  0.616564    0.998359    0.930800    
  0.244389    0.397690    0.068547    
  0.418832    0.565283    0.611570    
  0.783201    0.042676    0.387870    
  0.750073    0.601015    0.819175    
  0.387750    0.013773    0.181425    
  0.214528    0.964817    0.638463    
  0.584656    0.424388    0.362166    
  0.666383    0.794221    0.097276    
  0.038565    0.316537    0.902888    
  0.361200    0.642337    0.414554    
  0.996838    0.242840    0.585519    
  0.936096    0.908633    0.455411    
  0.300344    0.448344    0.544212    
  0.098809    0.530243    0.024703    
  0.726757    0.116769    0.974949    
  0.520398    0.726839    0.741328    
  0.150385    0.126109    0.257859    
  0.452505    0.832765    0.808603    
  0.814698    0.310219    0.190494    
  0.827212    0.883758    0.751338    
  0.439506    0.470329    0.248338    
  0.145198    0.551267    0.697518    
  0.525099    0.090902    0.302065    
  0.724013    0.690246    0.035245    
  0.102047    0.167625    0.963888    
  0.311393    0.873319    0.483444    
  0.925540    0.272634    0.515722    
  0.985915    0.576138    0.396348    
  0.371639    0.035756    0.604305    
  0.041191    0.985839    0.092532    
  0.663271    0.398520    0.908028    
  0.589724    0.757626    0.672446    
  0.209953    0.358052    0.327664    
  0.375362    0.682890    0.870641    
  0.762953    0.205252    0.129501    
  0.793640    0.655207    0.577529    
  0.407908    0.241717    0.422308    
  0.241278    0.783592    0.879391    
  0.619190    0.323289    0.120535    
  0.631702    0.957850    0.353677    
  0.011481    0.435290    0.645724    
  0.341197    0.601922    0.157435    
  0.953613    0.001175    0.841936    
  0.892749    0.839776    0.214727    
  0.280463    0.299334    0.786087    
  0.071848    0.725978    0.266593    
  0.691955    0.138721    0.734310    
  0.555053    0.517420    0.998690    
  0.177012    0.117906    0.001686    
  0.472540    0.919307    0.552446    
  0.858387    0.441608    0.447903    
  0.868985    0.536761    0.075970    
  0.489052    0.075007    0.924658    
  0.158604    0.899582    0.381683    
  0.546342    0.484642    0.618917    
  0.706682    0.858996    0.852062    
  0.092503    0.256800    0.148012    
  0.257912    0.706131    0.659783    
  0.879911    0.182122    0.340380    
  0.944658    0.969378    0.712195    
  0.322545    0.384576    0.287457    
  0.028237    0.590015    0.767904    
  0.642545    0.052028    0.231719    
  0.606596    0.666612    0.496095    
  0.218972    0.191370    0.503001    
  0.428319    0.771564    0.053820    
  0.808122    0.374507    0.945367    
  0.775788    0.800529    0.253868    
  0.397909    0.338714    0.746966    
  0.189294    0.639852    0.196209    
  0.574994    0.224973    0.804658    
  0.671979    0.618675    0.537841    
  0.059595    0.016540    0.462575    
  0.355123    0.942434    0.982068    
  0.975312    0.418363    0.018256    
  0.911053    0.740956    0.897905    
  0.290979    0.156094    0.101952    
  0.124349    0.822470    0.590242    
  0.736603    0.284545    0.409648    
  0.514252    0.934101    0.174063    
  0.128439    0.458920    0.825378    
  0.458154    0.500052    0.368292    
  0.836163    0.102934    0.631055    
  0.841809    0.762701    0.161584    
  0.456170    0.348067    0.838276    
  0.130605    0.673375    0.357829    
  0.508423    0.211804    0.642060    
  0.738709    0.569556    0.875243    
  0.118581    0.045240    0.124195    
  0.296686    0.995793    0.573377    
  0.909009    0.393414    0.425972    
  0.969239    0.695318    0.548785    
  0.357046    0.157636    0.452051    
  0.057855    0.863807    0.995026    
  0.677868    0.279190    0.005839    
  0.573193    0.877172    0.270253    
  0.195245    0.479810    0.730162    
  0.391897    0.561226    0.218391    
  0.777649    0.085800    0.781934    
  0.810289    0.526462    0.479779    
  0.422490    0.111767    0.519874    
  0.224617    0.913637    0.031585    
  0.604612    0.452127    0.968037    
  0.648252    0.829227    0.701182    
  0.026192    0.304973    0.297913    
  0.324651    0.732087    0.754998    
  0.938890    0.129648    0.244190    
  0.878171    0.966889    0.874793    
  0.263802    0.429146    0.125837    
  0.086430    0.596255    0.676594    
  0.708604    0.011699    0.324003    
  0.540331    0.644654    0.088379    
  0.160466    0.247353    0.911692    
  0.487252    0.789706    0.392200    
  0.874937    0.314219    0.607965    
  0.852313    0.656566    0.978407    
  0.474463    0.196506    0.022404    
  0.175272    0.778177    0.534178    
  0.560943    0.364931    0.466728    
  0.690155    0.978923    0.199869    
  0.077800    0.377933    0.800510    
  0.274451    0.584848    0.257532    
  0.894611    0.062043    0.742814    
  0.959258    0.848946    0.372441    
  0.339213    0.261933    0.627395    
  0.013647    0.712748    0.178215    
  0.625873    0.172549    0.821714    
  0.621296    0.546304    0.586094    
  0.235510    0.068360    0.413308    
  0.413615    0.894419    0.893753    
  0.791595    0.494662    0.105617    
  0.761214    0.928023    0.663935    
  0.381252    0.467902    0.336717    
  0.203880    0.510510    0.856210    
  0.591647    0.097325    0.144351    
  0.657260    0.746534    0.377531    
  0.043052    0.145606    0.622581    
  0.369838    0.813458    0.071822    
  0.991866    0.290593    0.928319    
  0.927706    0.612592    0.050156    
  0.305564    0.025518    0.949519    
  0.107692    0.952896    0.492435    
  0.722029    0.412757    0.507150    
  0.530806    0.806104    0.771568    
  0.143154    0.328222    0.227567    
  0.441612    0.630844    0.715855    
  0.821444    0.231026    0.283309    
  0.816864    0.587692    0.719076    
  0.446675    0.047509    0.280545    
  0.156030    0.973895    0.792272    
  0.518414    0.386896    0.207382    
  0.732465    0.769486    0.442491    
  0.096765    0.369744    0.556697    
  0.302450    0.671373    0.013674    
  0.930329    0.193446    0.985421    
  0.995098    0.903125    0.114102    
  0.367089    0.489894    0.886496    
  0.032491    0.531511    0.437301    
  0.668305    0.071466    0.563329    
  0.578645    0.709918    0.829708    
  0.216391    0.187130    0.170457    
  0.385950    0.853990    0.650887    
  0.756024    0.253015    0.349185    
  0.788846    0.827962    0.920321    
  0.416847    0.287840    0.079568    
  0.246555    0.737663    0.599077    
  0.610734    0.150603    0.400783    
  0.638384    0.505788    0.135870    
  0.000646    0.105985    0.863479    
  0.334023    0.931052    0.312735    
  0.963957    0.453186    0.686703    
  0.899674    0.635581    0.307533    
  0.269871    0.222411    0.693331    
  0.065407    0.803089    0.236294    
  0.703031    0.342984    0.764543    
  0.550016    0.938406    0.530899    
  0.185708    0.415557    0.469427    
  0.477086    0.621480    0.957760    
  0.849199    0.020565    0.042655    
  0.862060    0.988890    0.418703    
  0.499643    0.404256    0.581860    
  0.165045    0.570403    0.101428    
  0.535266    0.032707    0.899224    
  0.711719    0.686185    0.634314    
  0.083808    0.210745    0.365826    
  0.253367    0.752136    0.815023    
  0.889099    0.354759    0.185089    
  0.949451    0.548460    0.804942    
  0.313604    0.086875    0.194643    
  0.022959    0.887784    0.737664    
  0.651000    0.473133    0.262011    
  0.599914    0.870757    0.028363    
  0.229808    0.268362    0.970801    
  0.435492    0.694516    0.459075    
  0.797779    0.170186    0.540060    
  0.766604    0.721215    0.221669    
  0.402457    0.136643    0.779236    
  0.197993    0.841852    0.290900    
  0.569960    0.304095    0.709912    
  0.683059    0.914788    0.945025    
  0.053158    0.439286    0.055321    
  0.344536    0.519740    0.512361    
  0.982241    0.122423    0.488018    
  0.921400    0.788600    0.615722    
  0.283809    0.327076    0.384207    
  0.113517    0.651422    0.934949    
  0.743288    0.236711    0.064886    
  0.505801    0.607174    0.331261    
  0.133720    0.004718    0.668108    
  0.467098    0.954309    0.148601    
  0.831374    0.430040    0.850801    
  0.831752    0.786345    0.426764    
  0.467453    0.324576    0.572339    
  0.132846    0.650143    0.123159    
  0.504965    0.235188    0.876037    
  0.743918    0.608458    0.640901    
  0.114108    0.006247    0.358745    
  0.283676    0.956570    0.839190    
  0.921290    0.432545    0.160424    
  0.981650    0.718961    0.782726    
  0.343906    0.134145    0.217353    
  0.053268    0.840575    0.729126    
  0.683192    0.302574    0.271047    
  0.569605    0.916074    0.004681    
  0.197616    0.440817    0.995943    
  0.403293    0.522003    0.452965    
  0.767477    0.124930    0.547625    
  0.796913    0.549983    0.245348    
  0.434649    0.088154    0.754082    
  0.230193    0.890283    0.296999    
  0.600261    0.475389    0.702342    
  0.650859    0.868251    0.967245    
  0.022856    0.266101    0.032623    
  0.314227    0.692987    0.520910    
  0.950050    0.168901    0.478985    
  0.889202    0.990411    0.609124    
  0.253508    0.405533    0.391284    
  0.083209    0.572901    0.910778    
  0.711097    0.034961    0.089540    
  0.536109    0.683678    0.323211    
  0.165911    0.208481    0.677633    
  0.499296    0.750606    0.126873    
  0.861675    0.353472    0.873999    
  0.849065    0.633198    0.743730    
  0.476975    0.219783    0.256374    
  0.186337    0.801683    0.799350    
  0.550607    0.341333    0.200783    
  0.702157    0.939807    0.465690    
  0.064572    0.417202    0.534970    
  0.270249    0.623857    0.023198    
  0.900030    0.023187    0.977371    
  0.964792    0.825577    0.106532    
  0.334897    0.285210    0.892595    
  0.000290    0.736254    0.412148    
  0.638006    0.148951    0.587008    
  0.610845    0.507188    0.820675    
  0.246689    0.107628    0.179007    
  0.416256    0.933428    0.628188    
  0.788217    0.455806    0.371405    
  0.756646    0.904776    0.929357    
  0.386549    0.491301    0.071030    
  0.216249    0.534138    0.621787    
  0.578541    0.073849    0.378567    
  0.668690    0.707297    0.143435    
  0.032838    0.184752    0.857369    
  0.366224    0.852345    0.337877    
  0.994255    0.251614    0.663021    
  0.929982    0.589345    0.284347    
  0.302065    0.048917    0.715063    
  0.097608    0.976524    0.226773    
  0.733330    0.389282    0.772604    
  0.517815    0.766867    0.506234    
  0.155408    0.367368    0.493594    
  0.446779    0.669730    0.950679    
  0.817006    0.192047    0.049242    
  0.822074    0.611306    0.984506    
  0.442203    0.023988    0.014835    
  0.143020    0.950633    0.557857    
  0.530696    0.410250    0.441575    
  0.722406    0.808358    0.208419    
  0.108047    0.330719    0.791478    
  0.304691    0.632121    0.279752    
  0.926870    0.232547    0.720115    
  0.991511    0.926739    0.348270    
  0.369461    0.466373    0.652048    
  0.043888    0.508248    0.171616    
  0.658133    0.094820    0.828791    
  0.591055    0.748790    0.564366    
  0.203250    0.148105    0.436506    
  0.381362    0.814737    0.885703    
  0.761347    0.292116    0.115141    
  0.791454    0.851453    0.685666    
  0.413512    0.264196    0.313530    
  0.236132    0.714279    0.864272    
  0.621895    0.173835    0.134831    
  0.625007    0.544782    0.401698    
  0.012804    0.067083    0.597916    
  0.339598    0.891921    0.078409    
  0.959605    0.492408    0.921238    
  0.895454    0.659072    0.041617    
  0.275317    0.198767    0.958555    
  0.077453    0.779705    0.470219    
  0.689770    0.366216    0.529860    
  0.561046    0.977400    0.765458    
  0.175413    0.376655    0.235132    
  0.473864    0.582349    0.692172    
  0.851691    0.059788    0.308450    
  0.874063    0.965490    0.184294    
  0.486417    0.427503    0.816060    
  0.160844    0.593879    0.366865    
  0.540686    0.009079    0.633521    
  0.708471    0.647039    0.900385    
  0.086319    0.249983    0.100513    
  0.264431    0.791114    0.580942    
  0.878762    0.315871    0.419862    
  0.939001    0.525061    0.539265    
  0.324784    0.110121    0.460112    
  0.025601    0.911260    0.971840    
  0.647623    0.449505    0.027570    
  0.605447    0.831611    0.263172    
  0.225491    0.307600    0.736749    
  0.422135    0.733494    0.193726    
  0.809911    0.131299    0.806101    
  0.778035    0.697938    0.486857    
  0.392244    0.160012    0.513276    
  0.194380    0.865450    0.056238    
  0.572350    0.280589    0.943866    
  0.678490    0.875519    0.710707    
  0.058454    0.478402    0.289863    
  0.356904    0.558596    0.778196    
  0.969135    0.083414    0.222462    
  0.908410    0.765323    0.849640    
  0.296064    0.350445    0.149516    
  0.118685    0.675020    0.669025    
  0.738850    0.213204    0.330102    
  0.508076    0.567905    0.065681    
  0.130220    0.043834    0.933912    
  0.457013    0.993165    0.383168    
  0.842674    0.391031    0.616515    
  0.836785    0.738329    0.082072    
  0.458754    0.153710    0.917085    
  0.128298    0.820819    0.405358    
  0.514149    0.283138    0.593767    
  0.736988    0.935746    0.860608    
  0.124696    0.460321    0.138983    
  0.290113    0.502674    0.682006    
  0.910210    0.105311    0.317678    
  0.974965    0.797899    0.688020    
  0.354738    0.336329    0.312115    
  0.060438    0.638200    0.761309    
  0.672845    0.223565    0.238793    
  0.574394    0.620318    0.474372    
  0.188672    0.017939    0.526196    
  0.398011    0.945053    0.045766    
  0.775929    0.420739    0.954895    
  0.807989    0.970784    0.275604    
  0.428208    0.386227    0.723776    
  0.219601    0.592398    0.204266    
  0.607187    0.054656    0.795141    
  0.641671    0.664234    0.562005    
  0.027401    0.188748    0.437914    
  0.322922    0.770163    0.988658    
  0.945012    0.372862    0.011171    
  0.880747    0.538169    0.889364    
  0.258786    0.076660    0.110992    
  0.092149    0.901968    0.568030    
  0.706305    0.487271    0.432354    
  0.546453    0.856620    0.167956    
  0.158737    0.254180    0.832940    
  0.488461    0.704732    0.344606    
  0.868356    0.180479    0.656200    
  0.857521    0.837277    0.774045    
  0.471698    0.297078    0.226127    
  0.177398    0.724456    0.706558    
  0.555401    0.137442    0.293523    
  0.691814    0.518948    0.060390    
  0.071745    0.119190    0.940202    
  0.281084    0.921812    0.491005    
  0.893348    0.443870    0.509616    
  0.953716    0.652710    0.386831    
  0.341338    0.239463    0.612362    
  0.010882    0.782071    0.069341    
  0.631080    0.322012    0.929763    
  0.620032    0.959380    0.665361    
  0.242144    0.436576    0.334255    
  0.407561    0.604429    0.845980    
  0.793254    0.003438    0.153664    
  0.763331    0.577416    0.584603    
  0.375717    0.037279    0.415713    
  0.209080    0.988094    0.904049    
  0.588889    0.401019    0.096361    
  0.663901    0.755365    0.363205    
  0.041782    0.355546    0.637670    
  0.371505    0.681605    0.180630    
  0.985804    0.203724    0.820212    
  0.924949    0.885035    0.189577    
  0.310764    0.471850    0.809762    
  0.102157    0.553521    0.259019    
  0.724147    0.093400    0.740413    
  0.524744    0.687983    0.975988    
  0.144820    0.165118    0.023910    
  0.440341    0.872033    0.543417    
  0.828085    0.271103    0.456448    
  0.815083    0.906990    0.516758    
  0.452852    0.446945    0.482650    
  0.149519    0.527623    0.963096    
  0.519555    0.114393    0.036283    
  0.727379    0.729468    0.301151    
  0.099408    0.128494    0.698678    
  0.300203    0.834417    0.249497    
  0.935994    0.311628    0.750422    
  0.996239    0.599369    0.130537    
  0.360578    0.012372    0.869847    
  0.038667    0.962195    0.326872    
  0.666524    0.422011    0.673484    
  0.584309    0.796849    0.907114    
  0.214143    0.318920    0.093692    
  0.388593    0.643988    0.605463    
  0.750939    0.244246    0.395432    
  0.782327    0.678561    0.842850    
  0.417996    0.218454    0.156275    
  0.244767    0.760071    0.644565    
  0.616918    0.346902    0.354593    
  0.636144    0.996950    0.119499    
  0.006302    0.396037    0.880186    
  0.328946    0.562897    0.423100    
