# Omega_m     sigma_8     h           
  0.290361    0.818030    0.728272    
  0.169507    0.994904    0.632189    
  0.323800    0.717522    0.767943    
  0.375094    0.951143    0.714571    
  0.130127    0.636408    0.685456    
  0.210747    1.188136    0.775298    
  0.458835    0.826562    0.624722    
  0.483126    1.026819    0.799085    
  0.235083    0.703771    0.600833    
  0.106035    1.109163    0.709434    
  0.350950    0.757953    0.690502    
  0.349509    1.135712    0.643378    
  0.195171    0.897149    0.756453    
  0.264453    0.927394    0.654105    
  0.415670    0.641992    0.745720    
  0.403884    0.906687    0.606627    
  0.251923    0.657430    0.793552    
  0.182152    1.157742    0.695888    
  0.337235    0.880397    0.704273    
  0.363870    1.088273    0.750909    
  0.118212    0.773574    0.649162    
  0.246967    1.048739    0.740573    
  0.495754    0.687129    0.659504    
  0.471659    1.170944    0.735434    
  0.222826    0.847859    0.664550    
  0.142499    0.967314    0.774696    
  0.388210    0.616141    0.625270    
  0.311330    0.977530    0.678154    
  0.156293    0.739003    0.721722    
  0.277636    1.083311    0.617817    
  0.429544    0.797872    0.782065    
  0.427714    1.184139    0.619999    
  0.279663    0.832920    0.779974    
  0.161446    0.951797    0.683882    
  0.306375    0.628740    0.716098    
  0.392385    1.002443    0.763120    
  0.138130    0.717032    0.636767    
  0.221582    1.060764    0.726600    
  0.472709    0.822191    0.673268    
  0.497049    0.919883    0.747442    
  0.245869    0.642492    0.652726    
  0.113989    1.142227    0.761325    
  0.368290    0.892997    0.638850    
  0.332035    1.113187    0.692126    
  0.187158    0.751604    0.707956    
  0.253804    1.026192    0.605605    
  0.401809    0.711448    0.794458    
  0.414572    1.042363    0.657880    
  0.265748    0.691180    0.742049    
  0.199591    1.095996    0.644388    
  0.345287    0.772902    0.755535    
  0.355955    1.158287    0.702552    
  0.100836    0.872840    0.697269    
  0.233009    0.902508    0.788682    
  0.485006    0.663972    0.611157    
  0.460863    1.082793    0.786885    
  0.208917    0.805439    0.613239    
  0.125172    0.981737    0.723394    
  0.380246    0.732470    0.676724    
  0.319430    0.973718    0.629996    
  0.173682    0.612098    0.770020    
  0.291412    1.163249    0.666125    
  0.440281    0.848541    0.733909    
  0.443832    0.943207    0.758386    
  0.298890    0.619243    0.641775    
  0.167009    1.193678    0.744126    
  0.315073    0.841626    0.656053    
  0.385263    1.052063    0.603071    
  0.134123    0.812657    0.797006    
  0.200769    1.011946    0.688407    
  0.455037    0.725628    0.711664    
  0.480747    1.132465    0.687197    
  0.226433    0.884673    0.712769    
  0.108216    0.928246    0.622936    
  0.359408    0.652366    0.777048    
  0.339364    1.016321    0.730319    
  0.191345    0.703088    0.669563    
  0.274797    1.121515    0.765655    
  0.419687    0.761369    0.634221    
  0.407633    1.106040    0.719688    
  0.261950    0.782113    0.680444    
  0.178205    1.033110    0.784340    
  0.327016    0.681021    0.615774    
  0.372646    0.912662    0.662796    
  0.120661    0.673219    0.737224    
  0.238390    1.149071    0.627069    
  0.493497    0.862790    0.772958    
  0.467592    0.990612    0.646936    
  0.212531    0.742856    0.753001    
  0.146374    1.072367    0.661587    
  0.398307    0.796450    0.738331    
  0.302921    1.172234    0.791606    
  0.154064    0.858964    0.608219    
  0.286237    0.963328    0.705880    
  0.431972    0.603219    0.693952    
  0.431278    1.173707    0.715935    
  0.286352    0.859154    0.684086    
  0.154561    0.965425    0.780184    
  0.302615    0.603962    0.619843    
  0.397805    0.989704    0.672827    
  0.146675    0.740887    0.727305    
  0.213232    1.072011    0.637454    
  0.467484    0.795105    0.762660    
  0.493191    0.912965    0.638492    
  0.238887    0.674585    0.761333    
  0.120776    1.149994    0.652741    
  0.371952    0.864702    0.747091    
  0.326908    1.103963    0.793821    
  0.178906    0.781317    0.606115    
  0.262251    1.031580    0.708449    
  0.407131    0.680846    0.691470    
  0.420187    1.015561    0.756185    
  0.274488    0.700971    0.643892    
  0.190655    1.121305    0.741546    
  0.339476    0.759878    0.658524    
  0.360106    1.133791    0.611501    
  0.108111    0.885011    0.788660    
  0.225929    0.930198    0.697264    
  0.481051    0.653255    0.702915    
  0.455150    1.050132    0.677180    
  0.200079    0.811716    0.722702    
  0.133814    1.010562    0.612541    
  0.385763    0.725307    0.787335    
  0.315378    0.943364    0.734058    
  0.166505    0.620755    0.665908    
  0.298785    1.194455    0.769822    
  0.444529    0.843685    0.630162    
  0.440169    0.974092    0.655667    
  0.292102    0.613534    0.744154    
  0.173992    1.164248    0.641821    
  0.318931    0.850528    0.758018    
  0.379941    1.080641    0.710994    
  0.125676    0.804568    0.688935    
  0.209021    0.980135    0.797527    
  0.460164    0.732224    0.602396    
  0.484507    1.159836    0.776856    
  0.233318    0.873106    0.623160    
  0.101526    0.904677    0.713011    
  0.355843    0.664786    0.687023    
  0.344588    1.041384    0.633747    
  0.199695    0.689140    0.766378    
  0.266252    1.095565    0.670279    
  0.414268    0.771481    0.729839    
  0.402115    1.111181    0.616259    
  0.253307    0.750587    0.783627    
  0.187043    1.024738    0.679714    
  0.332729    0.711055    0.720154    
  0.368398    0.920111    0.773138    
  0.113288    0.644074    0.626836    
  0.245568    1.143079    0.736996    
  0.497550    0.895132    0.662983    
  0.473403    1.001611    0.739011    
  0.221467    0.714845    0.661071    
  0.137633    1.060478    0.752467    
  0.392691    0.820624    0.647597    
  0.306876    1.185541    0.694328    
  0.161144    0.833333    0.705841    
  0.278962    0.953820    0.608186    
  0.427822    0.629700    0.791989    
  0.429068    0.979646    0.604045    
  0.277913    0.739764    0.796026    
  0.156970    1.084802    0.693684    
  0.311247    0.798082    0.706393    
  0.387540    1.170606    0.759763    
  0.142590    0.846533    0.640417    
  0.223298    0.966425    0.748999    
  0.471377    0.614189    0.651161    
  0.495671    1.089215    0.725042    
  0.247644    0.775505    0.674833    
  0.118489    1.049061    0.764682    
  0.363394    0.688512    0.635200    
  0.336953    0.905175    0.682323    
  0.182625    0.657273    0.717661    
  0.252014    1.155683    0.621559    
  0.403214    0.879620    0.778406    
  0.416344    1.135521    0.667682    
  0.264373    0.895675    0.732344    
  0.194691    0.926651    0.628434    
  0.349789    0.639895    0.771587    
  0.351425    1.028789    0.724952    
  0.105750    0.704679    0.675162    
  0.234417    1.110508    0.785325    
  0.483214    0.758308    0.614806    
  0.459116    0.949778    0.790242    
  0.210267    0.636105    0.609589    
  0.130047    1.186223    0.700994    
  0.375767    0.825638    0.698831    
  0.323887    1.068046    0.645950    
  0.168841    0.820107    0.753968    
  0.290076    0.995079    0.656323    
  0.442001    0.719053    0.743614    
  0.448704    1.075045    0.767212    
  0.294414    0.789745    0.632656    
  0.165259    0.988015    0.728757    
  0.316427    0.749625    0.671129    
  0.383931    0.956558    0.624495    
  0.135840    0.605815    0.775485    
  0.205229    1.178938    0.685636    
  0.450193    0.856284    0.714337    
  0.475851    1.040475    0.689968    
  0.230933    0.679002    0.710096    
  0.109990    1.098758    0.601512    
  0.358030    0.784197    0.798569    
  0.340769    1.146987    0.745687    
  0.189555    0.870072    0.654487    
  0.270264    0.914683    0.756830    
  0.424605    0.665856    0.643339    
  0.412136    0.935540    0.704319    
  0.257050    0.650276    0.695520    
  0.176830    1.125109    0.793165    
  0.328788    0.886682    0.606655    
  0.370853    1.119507    0.660026    
  0.122069    0.768727    0.739897    
  0.243305    1.018413    0.648493    
  0.488966    0.695795    0.751437    
  0.463114    1.196281    0.625513    
  0.217406    0.834844    0.774522    
  0.147724    0.940539    0.664358    
  0.396559    0.625941    0.735658    
  0.304640    1.005247    0.782781    
  0.152729    0.728295    0.617337    
  0.281395    1.058843    0.721248    
  0.436429    0.810053    0.678876    
  0.435733    0.901235    0.784495    
  0.283752    0.662955    0.615539    
  0.150300    1.161665    0.724123    
  0.305410    0.876547    0.675894    
  0.394154    1.092269    0.629264    
  0.148468    0.769504    0.770854    
  0.216686    1.043360    0.668512    
  0.465494    0.692434    0.731612    
  0.489833    1.166664    0.657055    
  0.240974    0.852212    0.742783    
  0.124328    0.972409    0.646682    
  0.370060    0.611119    0.753139    
  0.331070    0.982698    0.700261    
  0.176012    0.733762    0.699662    
  0.257892    1.079104    0.789510    
  0.409828    0.802006    0.610419    
  0.422176    1.061725    0.749731    
  0.271033    0.823482    0.650332    
  0.188860    0.998754    0.760496    
  0.343125    0.713599    0.639586    
  0.357309    0.955213    0.692952    
  0.112370    0.632411    0.707223    
  0.228528    1.182830    0.603312    
  0.476595    0.831941    0.796856    
  0.452451    1.022466    0.620730    
  0.204436    0.708051    0.779138    
  0.136707    1.114184    0.681493    
  0.381600    0.752858    0.718394    
  0.317269    1.140953    0.765512    
  0.162952    0.891980    0.634468    
  0.296696    0.923261    0.725872    
  0.447886    0.646199    0.674101    
  0.442868    1.152706    0.649225    
  0.287745    0.866095    0.750606    
  0.171099    0.911573    0.660758    
  0.323094    0.671874    0.739068    
  0.378050    1.034438    0.792433    
  0.129229    0.682093    0.607486    
  0.211109    1.102717    0.703587    
  0.456808    0.778460    0.696350    
  0.482518    0.962274    0.720418    
  0.236773    0.601836    0.679609    
  0.103321    1.175832    0.781951    
  0.352194    0.862304    0.618069    
  0.347384    1.069007    0.665188    
  0.195435    0.792833    0.734925    
  0.263653    0.991975    0.626342    
  0.418724    0.743891    0.773790    
  0.405473    1.008585    0.684807    
  0.251221    0.722011    0.715069    
  0.183492    1.053427    0.623664    
  0.334622    0.813691    0.776217    
  0.364236    1.192625    0.729587    
  0.116182    0.840243    0.670397    
  0.249926    0.946804    0.768043    
  0.494852    0.622584    0.631923    
  0.468948    1.122842    0.757562    
  0.224068    0.762441    0.642509    
  0.141894    1.012999    0.746420    
  0.389897    0.699435    0.653657    
  0.310526    0.931882    0.600780    
  0.159350    0.655672    0.799399    
  0.275508    1.131376    0.689235    
  0.429812    0.883328    0.710926    
  0.425392    1.100881    0.697997    
  0.279731    0.787345    0.702085    
  0.160448    1.037326    0.612233    
  0.309232    0.676878    0.787830    
  0.391971    0.916951    0.740814    
  0.140014    0.668857    0.659355    
  0.219062    1.143985    0.755453    
  0.474147    0.867802    0.644722    
  0.499808    0.986625    0.768991    
  0.244774    0.746917    0.630895    
  0.114155    1.077755    0.733228    
  0.366066    0.791136    0.666640    
  0.333571    1.177695    0.613371    
  0.184736    0.853429    0.786602    
  0.255590    0.959414    0.678010    
  0.401297    0.607059    0.721970    
  0.413572    0.937974    0.636624    
  0.268608    0.624402    0.763392    
  0.197266    1.197821    0.671996    
  0.345357    0.837410    0.728038    
  0.353438    1.056426    0.781014    
  0.102271    0.808368    0.619110    
  0.232598    1.006933    0.716765    
  0.486887    0.730714    0.683353    
  0.461031    1.128405    0.709181    
  0.206690    0.888660    0.690640    
  0.127935    0.933561    0.794554    
  0.379148    0.646979    0.605285    
  0.321213    1.021856    0.652009    
  0.173174    0.697627    0.747920    
  0.292944    1.117674    0.637760    
  0.437862    0.765282    0.762163    
  0.446788    1.047376    0.736166    
  0.297991    0.686095    0.663716    
  0.167372    1.091633    0.772308    
  0.313046    0.777191    0.627568    
  0.386606    1.154144    0.680544    
  0.131507    0.877056    0.719422    
  0.202361    0.907741    0.617088    
  0.454332    0.658813    0.782895    
  0.478622    1.086634    0.608918    
  0.226698    0.801525    0.791158    
  0.107415    0.976202    0.695060    
  0.362462    0.737931    0.705011    
  0.338756    0.968403    0.751734    
  0.193035    0.617486    0.648427    
  0.272083    1.167309    0.738279    
  0.420932    0.844554    0.661900    
  0.407998    1.189225    0.798259    
  0.259920    0.827907    0.601566    
  0.181164    0.947508    0.711727    
  0.326115    0.633102    0.688105    
  0.374235    0.998227    0.641089    
  0.119958    0.721175    0.758848    
  0.239729    1.065923    0.654934    
  0.490884    0.816958    0.744984    
  0.466789    0.923796    0.669449    
  0.215588    0.638651    0.730571    
  0.144246    1.136766    0.632917    
  0.398574    0.898531    0.767110    
  0.300210    1.107799    0.713841    
  0.155305    0.756919    0.686291    
  0.285632    1.030180    0.777687    
  0.433659    0.707388    0.622427    
  0.433367    1.029040    0.663377    
  0.284556    0.706239    0.736609    
  0.155795    1.106659    0.628004    
  0.301478    0.755770    0.771963    
  0.399647    1.137896    0.718986    
  0.144540    0.899653    0.680889    
  0.214317    0.924927    0.783234    
  0.466302    0.639772    0.616646    
  0.492152    1.064783    0.790820    
  0.240219    0.815810    0.609361    
  0.118882    0.997088    0.705447    
  0.373943    0.720026    0.694716    
  0.325628    0.948639    0.647991    
  0.179893    0.634224    0.752079    
  0.260214    1.190355    0.662240    
  0.409071    0.829029    0.737836    
  0.421418    1.168440    0.602002    
  0.273354    0.845675    0.797915    
  0.192741    0.969533    0.687766    
  0.337683    0.618607    0.712169    
  0.361194    0.975062    0.759187    
  0.106925    0.736783    0.640646    
  0.227774    1.085494    0.744547    
  0.478914    0.800376    0.655279    
  0.453259    0.908871    0.731008    
  0.202067    0.659935    0.669104    
  0.132778    1.155275    0.766771    
  0.387092    0.878177    0.633359    
  0.313338    1.090494    0.686630    
  0.168447    0.776042    0.713399    
  0.297502    1.046235    0.621991    
  0.445520    0.684946    0.778031    
  0.438935    1.116451    0.701740    
  0.293239    0.764070    0.698433    
  0.171903    1.020634    0.788272    
  0.320726    0.696413    0.611895    
  0.378857    0.934756    0.658912    
  0.126859    0.648182    0.741153    
  0.207180    1.129599    0.645067    
  0.462299    0.889864    0.755017    
  0.486400    1.005711    0.630550    
  0.231326    0.729501    0.769428    
  0.102565    1.055203    0.667083    
  0.354511    0.807155    0.732889    
  0.346625    1.199015    0.786160    
  0.197756    0.838614    0.613709    
  0.267533    0.939170    0.722314    
  0.413280    0.625606    0.677574    
  0.400029    0.960609    0.763835    
  0.255100    0.608264    0.636285    
  0.185811    1.178890    0.727693    
  0.333862    0.854633    0.672433    
  0.366553    1.076533    0.619455    
  0.115426    0.789922    0.780578    
  0.244480    0.985402    0.682911    
  0.498735    0.745704    0.717104    
  0.474439    1.145180    0.691082    
  0.220137    0.869006    0.708842    
  0.139524    0.918146    0.604941    
  0.390703    0.670061    0.794990    
  0.308159    1.036103    0.748266    
  0.160154    0.675665    0.651572    
  0.281002    1.099659    0.761721    
  0.425879    0.786131    0.638099    
  0.430885    1.130255    0.750268    
  0.275802    0.882197    0.649668    
  0.158079    0.930760    0.739504    
  0.310040    0.654541    0.660413    
  0.389605    1.014148    0.607049    
  0.140819    0.700575    0.792778    
  0.224557    1.123992    0.696689    
  0.470216    0.763580    0.703144    
  0.494366    0.945683    0.679270    
  0.248655    0.621454    0.720861    
  0.116476    1.191503    0.618506    
  0.365309    0.839112    0.781606    
  0.335890    1.054576    0.734489    
  0.183981    0.814831    0.665533    
  0.250145    1.009734    0.774128    
  0.405181    0.723151    0.625900    
  0.417456    0.993124    0.715506    
  0.263163    0.745030    0.684462    
  0.196511    1.070155    0.775878    
  0.347676    0.793973    0.624107    
  0.352681    1.174710    0.670735    
  0.104592    0.861174    0.729145    
  0.236479    0.961153    0.631487    
  0.481445    0.600705    0.768387    
  0.457100    1.103866    0.642945    
  0.212185    0.779600    0.757217    
  0.128739    1.035587    0.653319    
  0.376782    0.683232    0.746862    
  0.322021    0.910452    0.799738    
  0.170805    0.670743    0.600337    
  0.289016    1.151584    0.710489    
  0.443355    0.864965    0.689581    
  0.447594    0.922056    0.615194    
  0.295621    0.645004    0.784932    
  0.163442    1.139749    0.676337    
  0.318537    0.890785    0.723783    
  0.382673    1.115398    0.770412    
  0.137001    0.754080    0.629602    
  0.203165    1.023679    0.731957    
  0.451964    0.709273    0.668076    
  0.477863    1.181627    0.742439    
  0.229018    0.830746    0.657491    
  0.111295    0.954009    0.753581    
  0.357018    0.631217    0.646344    
  0.342638    0.999967    0.699219    
  0.187589    0.714822    0.700600    
  0.271327    1.062939    0.610764    
  0.423249    0.824704    0.789073    
  0.410315    1.080317    0.650774    
  0.259163    0.803228    0.749393    
  0.175718    0.983911    0.639242    
  0.329997    0.734984    0.760932    
  0.368791    0.971205    0.707568    
  0.123838    0.609924    0.692515    
  0.242049    1.165460    0.796414    
  0.490125    0.851018    0.603651    
  0.464421    1.044574    0.779581    
  0.216392    0.693656    0.620390    
  0.149740    1.093482    0.718048    
  0.394641    0.770727    0.681930    
  0.305701    1.160461    0.634813    
  0.151375    0.875352    0.765076    
  0.283262    0.900031    0.673658    
  0.434465    0.661760    0.726211    
  0.436723    1.057621    0.632317    
  0.282468    0.808840    0.767655    
  0.152242    1.004025    0.671566    
  0.303369    0.727082    0.728412    
  0.395484    0.941734    0.775049    
  0.147433    0.627144    0.624839    
  0.218674    1.197476    0.714675    
  0.463603    0.836049    0.685194    
  0.487695    1.017191    0.709757    
  0.242818    0.694582    0.690410    
  0.123142    1.118284    0.799005    
  0.371147    0.767514    0.601168    
  0.329277    1.126303    0.654051    
  0.178098    0.887886    0.746032    
  0.256759    0.936735    0.643678    
  0.411060    0.651480    0.756387    
  0.424116    0.915877    0.695956    
  0.268996    0.667060    0.703975    
  0.189847    1.148182    0.606317    
  0.341845    0.871276    0.793607    
  0.359301    1.097536    0.740236    
  0.110477    0.782984    0.659583    
  0.229860    1.039252    0.751000    
  0.475556    0.677789    0.648838    
  0.451268    1.180133    0.774959    
  0.205521    0.857488    0.625167    
  0.134572    0.957753    0.735319    
  0.383442    0.607019    0.664801    
  0.316132    0.986792    0.617676    
  0.164186    0.748412    0.782338    
  0.294901    1.073824    0.678440    
  0.449975    0.788531    0.721593    
  0.440925    0.993940    0.795681    
  0.289785    0.717903    0.604481    
  0.170109    1.066906    0.706836    
  0.324377    0.818959    0.693346    
  0.376062    1.187354    0.639974    
  0.131120    0.826760    0.760102    
  0.209780    0.950909    0.651506    
  0.457844    0.637226    0.748563    
  0.483703    1.109367    0.674488    
  0.235685    0.757160    0.725479    
  0.105459    1.027649    0.635643    
  0.350349    0.703529    0.764343    
  0.348518    0.927782    0.717219    
  0.194204    0.641016    0.682662    
  0.265446    1.136651    0.778751    
  0.416638    0.896797    0.621123    
  0.404485    1.156814    0.732787    
  0.252501    0.880741    0.667343    
  0.181552    0.906306    0.771242    
  0.336659    0.658395    0.628870    
  0.362904    1.047921    0.675506    
  0.117221    0.687363    0.724516    
  0.247935    1.088075    0.614364    
  0.496746    0.774356    0.785664    
  0.471082    0.967555    0.610031    
  0.222226    0.615311    0.789904    
  0.143077    1.171737    0.698487    
  0.388812    0.847654    0.701430    
  0.312322    1.083663    0.754314    
  0.157261    0.796933    0.645513    
  0.276645    0.978506    0.743171    
  0.428578    0.738615    0.656662    
  0.426746    0.952615    0.743815    
  0.278670    0.628505    0.656109    
  0.162412    1.184337    0.758454    
  0.307365    0.832138    0.641476    
  0.392986    1.061692    0.688498    
  0.138706    0.821846    0.711339    
  0.220980    1.002824    0.602735    
  0.472132    0.716068    0.797084    
  0.498039    1.141875    0.622820    
  0.246836    0.893936    0.777299    
  0.112996    0.918906    0.687460    
  0.367322    0.642880    0.712666    
  0.331458    1.025951    0.765942    
  0.186556    0.712278    0.634091    
  0.254380    1.112394    0.730177    
  0.402410    0.751809    0.669837    
  0.415538    1.096777    0.784064    
  0.266739    0.772704    0.615914    
  0.198622    1.042598    0.719815    
  0.344294    0.690362    0.680157    
  0.355353    0.903473    0.627174    
  0.100258    0.663591    0.772696    
  0.233609    1.158631    0.662547    
  0.485583    0.871912    0.737341    
  0.459870    0.981349    0.661507    
  0.207948    0.733446    0.738666    
  0.126163    1.081854    0.647259    
  0.381212    0.805790    0.752909    
  0.320007    1.163044    0.706180    
  0.174283    0.849334    0.693885    
  0.290834    0.972888    0.791552    
  0.439680    0.612339    0.608531    
  0.444824    1.193334    0.683741    
  0.299857    0.842554    0.716372    
  0.166018    0.942242    0.620286    
  0.314106    0.619624    0.779845    
  0.384688    1.011711    0.726863    
  0.133523    0.726447    0.673165    
  0.201347    1.051282    0.763005    
  0.455640    0.812855    0.637018    
  0.479780    0.929076    0.760988    
  0.225442    0.652125    0.638929    
  0.109184    1.132670    0.747533    
  0.360400    0.883880    0.652402    
  0.339966    1.122454    0.605673    
  0.191923    0.761017    0.794160    
  0.274197    1.016709    0.691815    
  0.419112    0.702111    0.708012    
  0.406641    1.032729    0.644334    
  0.260983    0.681986    0.755847    
  0.179197    1.105111    0.658180    
  0.327984    0.782457    0.741982    
  0.373223    1.148873    0.789005    
  0.121263    0.863572    0.611064    
  0.237814    0.911844    0.702472    
  0.492897    0.673454    0.697604    
  0.468560    1.073160    0.723144    
  0.213524    0.796245    0.676841    
  0.145407    0.990853    0.786990    
  0.397315    0.742027    0.612977    
  0.302320    0.964304    0.666252    
  0.153488    0.602831    0.733622    
  0.286839    1.172585    0.629720    
  0.432550    0.858024    0.770160    
  0.432701    1.071807    0.685353    
  0.286981    0.794746    0.714468    
  0.153139    0.990086    0.624632    
  0.301986    0.741113    0.775207    
  0.397567    0.965075    0.728180    
  0.145643    0.603748    0.671749    
  0.213470    1.173942    0.767838    
  0.468516    0.859527    0.632085    
  0.492660    1.031377    0.756545    
  0.237562    0.680487    0.643471    
  0.121307    1.104345    0.745825    
  0.373277    0.781544    0.654209    
  0.327842    1.149644    0.600936    
  0.179046    0.864490    0.799189    
  0.261317    0.913202    0.690593    
  0.406991    0.674958    0.709525    
  0.418765    0.929990    0.649070    
  0.273860    0.652892    0.750816    
  0.192077    1.134170    0.659400    
  0.340105    0.885233    0.740468    
  0.360344    1.120951    0.793449    
  0.109142    0.759661    0.606525    
  0.225691    1.015792    0.704182    
  0.480020    0.701341    0.695797    
  0.455681    1.194246    0.721825    
  0.201403    0.843320    0.678257    
  0.133283    0.943740    0.782156    
  0.384439    0.620976    0.617908    
  0.314444    1.010207    0.664642    
  0.166364    0.725089    0.735527    
  0.299719    1.050363    0.625375    
  0.444670    0.812083    0.774800    
  0.439626    0.979919    0.748746    
  0.290790    0.731870    0.651275    
  0.174535    1.081010    0.759870    
  0.320243    0.804800    0.640157    
  0.380863    1.163884    0.693138    
  0.125829    0.850321    0.706994    
  0.208099    0.974314    0.604640    
  0.460012    0.613912    0.795474    
  0.485917    1.095346    0.621306    
  0.233959    0.771126    0.778519    
  0.100116    1.041753    0.682430    
  0.355202    0.689370    0.717402    
  0.344338    0.904313    0.764135    
  0.198676    0.664577    0.635801    
  0.266503    1.160057    0.725638    
  0.415287    0.873483    0.674281    
  0.402658    1.142866    0.785871    
  0.254619    0.894780    0.614206    
  0.186500    0.920483    0.724357    
  0.331417    0.644310    0.675713    
  0.367476    1.024378    0.628687    
  0.113135    0.710851    0.771474    
  0.246489    1.111407    0.667575    
  0.497702    0.750968    0.732604    
  0.471993    0.953607    0.656869    
  0.220826    0.629350    0.743013    
  0.139043    1.185915    0.645355    
  0.393332    0.833569    0.754521    
  0.307126    1.060120    0.701247    
  0.162163    0.820421    0.698719    
  0.278711    1.001838    0.790136    
  0.426802    0.715228    0.609848    
  0.428830    0.966783    0.796901    
  0.276881    0.614393    0.602967    
  0.157208    1.170380    0.711571    
  0.312278    0.846150    0.688315    
  0.388963    1.085015    0.641684    
  0.143219    0.798432    0.758296    
  0.221876    0.979272    0.655950    
  0.470748    0.739528    0.744023    
  0.496604    1.156043    0.669654    
  0.247784    0.879824    0.730410    
  0.117555    0.904949    0.634323    
  0.363253    0.656892    0.765758    
  0.336422    1.049274    0.712873    
  0.181300    0.688863    0.687301    
  0.252545    1.088842    0.777141    
  0.404539    0.775269    0.623028    
  0.416582    1.110872    0.737133    
  0.265405    0.758518    0.662706    
  0.194453    1.028567    0.772854    
  0.348758    0.704301    0.626966    
  0.350003    0.926869    0.680340    
  0.105122    0.640250    0.719583    
  0.235839    1.135153    0.615682    
  0.483842    0.895445    0.784248    
  0.458182    0.995443    0.608323    
  0.210127    0.719260    0.791711    
  0.130981    1.067823    0.694044    
  0.375908    0.819729    0.705972    
  0.324418    1.186440    0.753092    
  0.170165    0.825993    0.647026    
  0.289545    0.949409    0.738434    
  0.440677    0.635873    0.661690    
  0.449625    1.179294    0.636859    
  0.294567    0.856502    0.763212    
  0.164338    0.956327    0.673373    
  0.316274    0.605447    0.726704    
  0.383388    0.988223    0.780077    
  0.134528    0.749990    0.620103    
  0.205772    1.074669    0.716188    
  0.451505    0.789523    0.683972    
  0.475600    0.915036    0.707853    
  0.229914    0.666073    0.692022    
  0.110240    1.146756    0.794368    
  0.359049    0.869703    0.605514    
  0.342179    1.098966    0.652634    
  0.190196    0.784560    0.747350    
  0.268854    1.040096    0.638745    
  0.423964    0.678779    0.761220    
  0.411214    1.018763    0.697371    
  0.256898    0.696007    0.702655    
  0.177752    1.119270    0.611248    
  0.328940    0.768353    0.788773    
  0.371396    1.125311    0.742141    
  0.123381    0.887041    0.657973    
  0.242762    0.935158    0.755639    
  0.487654    0.650049    0.644492    
  0.463364    1.059194    0.769928    
  0.218426    0.810267    0.629903    
  0.147474    1.005012    0.733805    
  0.395540    0.727923    0.666020    
  0.303230    0.940743    0.613136    
  0.152088    0.626300    0.786782    
  0.282805    1.195899    0.676634    
  0.437070    0.834619    0.723303    
  0.434714    1.042997    0.616414    
  0.283501    0.692226    0.783417    
  0.151319    1.092492    0.681072    
  0.305660    0.769883    0.718753    
  0.394795    1.161448    0.772122    
  0.149878    0.876193    0.627797    
  0.216045    0.901604    0.736401    
  0.464084    0.663187    0.663536    
  0.489986    1.078740    0.737604    
  0.241895    0.801797    0.662423    
  0.124175    0.982920    0.752262    
  0.369138    0.734139    0.647759    
  0.329758    0.972191    0.694874    
  0.175469    0.610763    0.705239    
  0.259204    1.167032    0.609153    
  0.410371    0.852443    0.790979    
  0.423196    1.182470    0.655121    
  0.271283    0.831736    0.744755    
  0.187841    0.955439    0.640853    
  0.342875    0.632793    0.759028    
  0.356668    0.998541    0.712401    
  0.110960    0.713249    0.687583    
  0.229169    1.062098    0.797732    
  0.478005    0.823717    0.602234    
  0.452299    0.922902    0.777873    
  0.203514    0.645996    0.622198    
  0.136860    1.141181    0.713606    
  0.382522    0.892363    0.686471    
  0.318581    1.113972    0.633591    
  0.163495    0.752508    0.766588    
  0.295384    1.022839    0.668921    
  0.447342    0.708287    0.731240    
  0.443008    1.102366    0.754809    
  0.288679    0.778247    0.645225    
  0.170959    1.034673    0.741312    
  0.322160    0.682465    0.658705    
  0.376725    0.911369    0.612078    
  0.128698    0.671514    0.788040    
  0.212434    1.153087    0.698201    
  0.457339    0.866322    0.701923    
  0.481487    0.991626    0.677366    
  0.236535    0.743678    0.722472    
  0.104353    1.069243    0.613868    
  0.352432    0.793207    0.785953    
  0.348013    1.175628    0.733072    
  0.196857    0.861946    0.666851    
  0.263024    0.962657    0.769196    
  0.417302    0.602063    0.630733    
  0.405333    0.946450    0.716921    
  0.250287    0.622367    0.683143    
  0.183632    1.192857    0.780810    
  0.335556    0.840612    0.619272    
  0.365560    1.053219    0.672641    
  0.116713    0.813328    0.727534    
  0.248602    1.008963    0.636126    
  0.494321    0.722234    0.764042    
  0.469979    1.131021    0.637915    
  0.224306    0.883110    0.761952    
  0.140863    0.932112    0.651804    
  0.389659    0.656040    0.748083    
  0.309898    1.012790    0.795198    
  0.157928    0.699071    0.604782    
  0.276136    1.123220    0.708683    
  0.431234    0.762662    0.691290    
  0.426033    1.144194    0.703352    
  0.281141    0.868167    0.696530    
  0.159807    0.916574    0.792619    
  0.307822    0.668636    0.607257    
  0.390952    1.037681    0.660230    
  0.139763    0.677096    0.739736    
  0.220081    1.100650    0.649899    
  0.474397    0.786977    0.750084    
  0.498496    0.959622    0.626107    
  0.244231    0.607423    0.773969    
  0.115467    1.177317    0.665374    
  0.366609    0.853206    0.734697    
  0.333724    1.078109    0.781423    
  0.185657    0.791352    0.618738    
  0.255437    0.986393    0.721093    
  0.400375    0.746548    0.679086    
  0.412931    1.007137    0.768570    
  0.267198    0.731073    0.631255    
  0.197907    1.056043    0.728913    
  0.346767    0.808141    0.670919    
  0.354458    1.198170    0.623900    
  0.102521    0.837622    0.776037    
  0.231578    0.937738    0.684620    
